"","Year","Scenario","TraceNumber","CNF_LF","ID"
"50400",2036,"DPNF",927,17.22412183,50400
"50401",2037,"DPNF",927,12.77219213,50401
"50402",2038,"DPNF",927,9.469333512,50402
"50403",2039,"DPNF",927,16.20087121,50403
"50404",2040,"DPNF",927,14.82316391,50404
"50405",2041,"DPNF",927,14.29860438,50405
"50406",2042,"DPNF",927,16.01252423,50406
"50407",2043,"DPNF",927,19.7591155,50407
"50408",2044,"DPNF",927,23.24016749,50408
"50409",2045,"DPNF",927,11.83954383,50409
"50410",2046,"DPNF",927,7.105410931,50410
"50411",2047,"DPNF",927,13.50454887,50411
"50412",2048,"DPNF",927,16.17241808,50412
"50413",2049,"DPNF",927,22.15407565,50413
"50414",2050,"DPNF",927,22.19309179,50414
"50415",2051,"DPNF",927,17.55391843,50415
"50416",2052,"DPNF",927,10.75808394,50416
"50417",2053,"DPNF",927,7.687807776,50417
"50418",2054,"DPNF",927,12.65754425,50418
"50419",2055,"DPNF",927,14.45336159,50419
"50420",2056,"DPNF",927,15.51129864,50420
"50421",2057,"DPNF",927,16.36388489,50421
"50422",2058,"DPNF",927,18.39816392,50422
"50423",2059,"DPNF",927,7.722911947,50423
"50424",2060,"DPNF",927,8.042486124,50424
"50425",2017,"DPNF",928,13.03951266,50425
"50426",2018,"DPNF",928,13.41312296,50426
"50427",2019,"DPNF",928,15.84417946,50427
"50428",2020,"DPNF",928,14.78404405,50428
"50429",2021,"DPNF",928,19.41306568,50429
"50430",2022,"DPNF",928,15.74406794,50430
"50431",2023,"DPNF",928,13.51242837,50431
"50432",2024,"DPNF",928,18.52520544,50432
"50433",2025,"DPNF",928,16.79601221,50433
"50434",2026,"DPNF",928,13.76702735,50434
"50435",2027,"DPNF",928,9.976219441,50435
"50436",2028,"DPNF",928,14.84804007,50436
"50437",2029,"DPNF",928,11.12820864,50437
"50438",2030,"DPNF",928,11.13034657,50438
"50439",2031,"DPNF",928,11.64940545,50439
"50440",2032,"DPNF",928,15.75576956,50440
"50441",2033,"DPNF",928,16.77073899,50441
"50442",2034,"DPNF",928,15.68190315,50442
"50443",2035,"DPNF",928,17.22412183,50443
"50444",2036,"DPNF",928,12.77219213,50444
"50445",2037,"DPNF",928,9.469333512,50445
"50446",2038,"DPNF",928,16.20087121,50446
"50447",2039,"DPNF",928,14.82316391,50447
"50448",2040,"DPNF",928,14.29860438,50448
"50449",2041,"DPNF",928,16.01252423,50449
"50450",2042,"DPNF",928,19.7591155,50450
"50451",2043,"DPNF",928,23.24016749,50451
"50452",2044,"DPNF",928,11.83954383,50452
"50453",2045,"DPNF",928,7.105410931,50453
"50454",2046,"DPNF",928,13.50454887,50454
"50455",2047,"DPNF",928,16.17241808,50455
"50456",2048,"DPNF",928,22.15407565,50456
"50457",2049,"DPNF",928,22.19309179,50457
"50458",2050,"DPNF",928,17.55391843,50458
"50459",2051,"DPNF",928,10.75808394,50459
"50460",2052,"DPNF",928,7.687807776,50460
"50461",2053,"DPNF",928,12.65754425,50461
"50462",2054,"DPNF",928,14.45336159,50462
"50463",2055,"DPNF",928,15.51129864,50463
"50464",2056,"DPNF",928,16.36388489,50464
"50465",2057,"DPNF",928,18.39816392,50465
"50466",2058,"DPNF",928,7.722911947,50466
"50467",2059,"DPNF",928,8.042486124,50467
"50468",2060,"DPNF",928,12.69796843,50468
"50469",2017,"DPNF",929,13.41312296,50469
"50470",2018,"DPNF",929,15.84417946,50470
"50471",2019,"DPNF",929,14.78404405,50471
"50472",2020,"DPNF",929,19.41306568,50472
"50473",2021,"DPNF",929,15.74406794,50473
"50474",2022,"DPNF",929,13.51242837,50474
"50475",2023,"DPNF",929,18.52520544,50475
"50476",2024,"DPNF",929,16.79601221,50476
"50477",2025,"DPNF",929,13.76702735,50477
"50478",2026,"DPNF",929,9.976219441,50478
"50479",2027,"DPNF",929,14.84804007,50479
"50480",2028,"DPNF",929,11.12820864,50480
"50481",2029,"DPNF",929,11.13034657,50481
"50482",2030,"DPNF",929,11.64940545,50482
"50483",2031,"DPNF",929,15.75576956,50483
"50484",2032,"DPNF",929,16.77073899,50484
"50485",2033,"DPNF",929,15.68190315,50485
"50486",2034,"DPNF",929,17.22412183,50486
"50487",2035,"DPNF",929,12.77219213,50487
"50488",2036,"DPNF",929,9.469333512,50488
"50489",2037,"DPNF",929,16.20087121,50489
"50490",2038,"DPNF",929,14.82316391,50490
"50491",2039,"DPNF",929,14.29860438,50491
"50492",2040,"DPNF",929,16.01252423,50492
"50493",2041,"DPNF",929,19.7591155,50493
"50494",2042,"DPNF",929,23.24016749,50494
"50495",2043,"DPNF",929,11.83954383,50495
"50496",2044,"DPNF",929,7.105410931,50496
"50497",2045,"DPNF",929,13.50454887,50497
"50498",2046,"DPNF",929,16.17241808,50498
"50499",2047,"DPNF",929,22.15407565,50499
"50500",2048,"DPNF",929,22.19309179,50500
"50501",2049,"DPNF",929,17.55391843,50501
"50502",2050,"DPNF",929,10.75808394,50502
"50503",2051,"DPNF",929,7.687807776,50503
"50504",2052,"DPNF",929,12.65754425,50504
"50505",2053,"DPNF",929,14.45336159,50505
"50506",2054,"DPNF",929,15.51129864,50506
"50507",2055,"DPNF",929,16.36388489,50507
"50508",2056,"DPNF",929,18.39816392,50508
"50509",2057,"DPNF",929,7.722911947,50509
"50510",2058,"DPNF",929,8.042486124,50510
"50511",2059,"DPNF",929,12.69796843,50511
"50512",2060,"DPNF",929,18.85996576,50512
"50513",2017,"DPNF",930,15.84417946,50513
"50514",2018,"DPNF",930,14.78404405,50514
"50515",2019,"DPNF",930,19.41306568,50515
"50516",2020,"DPNF",930,15.74406794,50516
"50517",2021,"DPNF",930,13.51242837,50517
"50518",2022,"DPNF",930,18.52520544,50518
"50519",2023,"DPNF",930,16.79601221,50519
"50520",2024,"DPNF",930,13.76702735,50520
"50521",2025,"DPNF",930,9.976219441,50521
"50522",2026,"DPNF",930,14.84804007,50522
"50523",2027,"DPNF",930,11.12820864,50523
"50524",2028,"DPNF",930,11.13034657,50524
"50525",2029,"DPNF",930,11.64940545,50525
"50526",2030,"DPNF",930,15.75576956,50526
"50527",2031,"DPNF",930,16.77073899,50527
"50528",2032,"DPNF",930,15.68190315,50528
"50529",2033,"DPNF",930,17.22412183,50529
"50530",2034,"DPNF",930,12.77219213,50530
"50531",2035,"DPNF",930,9.469333512,50531
"50532",2036,"DPNF",930,16.20087121,50532
"50533",2037,"DPNF",930,14.82316391,50533
"50534",2038,"DPNF",930,14.29860438,50534
"50535",2039,"DPNF",930,16.01252423,50535
"50536",2040,"DPNF",930,19.7591155,50536
"50537",2041,"DPNF",930,23.24016749,50537
"50538",2042,"DPNF",930,11.83954383,50538
"50539",2043,"DPNF",930,7.105410931,50539
"50540",2044,"DPNF",930,13.50454887,50540
"50541",2045,"DPNF",930,16.17241808,50541
"50542",2046,"DPNF",930,22.15407565,50542
"50543",2047,"DPNF",930,22.19309179,50543
"50544",2048,"DPNF",930,17.55391843,50544
"50545",2049,"DPNF",930,10.75808394,50545
"50546",2050,"DPNF",930,7.687807776,50546
"50547",2051,"DPNF",930,12.65754425,50547
"50548",2052,"DPNF",930,14.45336159,50548
"50549",2053,"DPNF",930,15.51129864,50549
"50550",2054,"DPNF",930,16.36388489,50550
"50551",2055,"DPNF",930,18.39816392,50551
"50552",2056,"DPNF",930,7.722911947,50552
"50553",2057,"DPNF",930,8.042486124,50553
"50554",2058,"DPNF",930,12.69796843,50554
"50555",2059,"DPNF",930,18.85996576,50555
"50556",2060,"DPNF",930,16.78500288,50556
"50557",2017,"DPNF",931,14.78404405,50557
"50558",2018,"DPNF",931,19.41306568,50558
"50559",2019,"DPNF",931,15.74406794,50559
"50560",2020,"DPNF",931,13.51242837,50560
"50561",2021,"DPNF",931,18.52520544,50561
"50562",2022,"DPNF",931,16.79601221,50562
"50563",2023,"DPNF",931,13.76702735,50563
"50564",2024,"DPNF",931,9.976219441,50564
"50565",2025,"DPNF",931,14.84804007,50565
"50566",2026,"DPNF",931,11.12820864,50566
"50567",2027,"DPNF",931,11.13034657,50567
"50568",2028,"DPNF",931,11.64940545,50568
"50569",2029,"DPNF",931,15.75576956,50569
"50570",2030,"DPNF",931,16.77073899,50570
"50571",2031,"DPNF",931,15.68190315,50571
"50572",2032,"DPNF",931,17.22412183,50572
"50573",2033,"DPNF",931,12.77219213,50573
"50574",2034,"DPNF",931,9.469333512,50574
"50575",2035,"DPNF",931,16.20087121,50575
"50576",2036,"DPNF",931,14.82316391,50576
"50577",2037,"DPNF",931,14.29860438,50577
"50578",2038,"DPNF",931,16.01252423,50578
"50579",2039,"DPNF",931,19.7591155,50579
"50580",2040,"DPNF",931,23.24016749,50580
"50581",2041,"DPNF",931,11.83954383,50581
"50582",2042,"DPNF",931,7.105410931,50582
"50583",2043,"DPNF",931,13.50454887,50583
"50584",2044,"DPNF",931,16.17241808,50584
"50585",2045,"DPNF",931,22.15407565,50585
"50586",2046,"DPNF",931,22.19309179,50586
"50587",2047,"DPNF",931,17.55391843,50587
"50588",2048,"DPNF",931,10.75808394,50588
"50589",2049,"DPNF",931,7.687807776,50589
"50590",2050,"DPNF",931,12.65754425,50590
"50591",2051,"DPNF",931,14.45336159,50591
"50592",2052,"DPNF",931,15.51129864,50592
"50593",2053,"DPNF",931,16.36388489,50593
"50594",2054,"DPNF",931,18.39816392,50594
"50595",2055,"DPNF",931,7.722911947,50595
"50596",2056,"DPNF",931,8.042486124,50596
"50597",2057,"DPNF",931,12.69796843,50597
"50598",2058,"DPNF",931,18.85996576,50598
"50599",2059,"DPNF",931,16.78500288,50599
"50600",2060,"DPNF",931,12.39532853,50600
"50601",2017,"DPNF",932,19.41306568,50601
"50602",2018,"DPNF",932,15.74406794,50602
"50603",2019,"DPNF",932,13.51242837,50603
"50604",2020,"DPNF",932,18.52520544,50604
"50605",2021,"DPNF",932,16.79601221,50605
"50606",2022,"DPNF",932,13.76702735,50606
"50607",2023,"DPNF",932,9.976219441,50607
"50608",2024,"DPNF",932,14.84804007,50608
"50609",2025,"DPNF",932,11.12820864,50609
"50610",2026,"DPNF",932,11.13034657,50610
"50611",2027,"DPNF",932,11.64940545,50611
"50612",2028,"DPNF",932,15.75576956,50612
"50613",2029,"DPNF",932,16.77073899,50613
"50614",2030,"DPNF",932,15.68190315,50614
"50615",2031,"DPNF",932,17.22412183,50615
"50616",2032,"DPNF",932,12.77219213,50616
"50617",2033,"DPNF",932,9.469333512,50617
"50618",2034,"DPNF",932,16.20087121,50618
"50619",2035,"DPNF",932,14.82316391,50619
"50620",2036,"DPNF",932,14.29860438,50620
"50621",2037,"DPNF",932,16.01252423,50621
"50622",2038,"DPNF",932,19.7591155,50622
"50623",2039,"DPNF",932,23.24016749,50623
"50624",2040,"DPNF",932,11.83954383,50624
"50625",2041,"DPNF",932,7.105410931,50625
"50626",2042,"DPNF",932,13.50454887,50626
"50627",2043,"DPNF",932,16.17241808,50627
"50628",2044,"DPNF",932,22.15407565,50628
"50629",2045,"DPNF",932,22.19309179,50629
"50630",2046,"DPNF",932,17.55391843,50630
"50631",2047,"DPNF",932,10.75808394,50631
"50632",2048,"DPNF",932,7.687807776,50632
"50633",2049,"DPNF",932,12.65754425,50633
"50634",2050,"DPNF",932,14.45336159,50634
"50635",2051,"DPNF",932,15.51129864,50635
"50636",2052,"DPNF",932,16.36388489,50636
"50637",2053,"DPNF",932,18.39816392,50637
"50638",2054,"DPNF",932,7.722911947,50638
"50639",2055,"DPNF",932,8.042486124,50639
"50640",2056,"DPNF",932,12.69796843,50640
"50641",2057,"DPNF",932,18.85996576,50641
"50642",2058,"DPNF",932,16.78500288,50642
"50643",2059,"DPNF",932,12.39532853,50643
"50644",2060,"DPNF",932,14.93162073,50644
"50645",2017,"DPNF",933,15.74406794,50645
"50646",2018,"DPNF",933,13.51242837,50646
"50647",2019,"DPNF",933,18.52520544,50647
"50648",2020,"DPNF",933,16.79601221,50648
"50649",2021,"DPNF",933,13.76702735,50649
"50650",2022,"DPNF",933,9.976219441,50650
"50651",2023,"DPNF",933,14.84804007,50651
"50652",2024,"DPNF",933,11.12820864,50652
"50653",2025,"DPNF",933,11.13034657,50653
"50654",2026,"DPNF",933,11.64940545,50654
"50655",2027,"DPNF",933,15.75576956,50655
"50656",2028,"DPNF",933,16.77073899,50656
"50657",2029,"DPNF",933,15.68190315,50657
"50658",2030,"DPNF",933,17.22412183,50658
"50659",2031,"DPNF",933,12.77219213,50659
"50660",2032,"DPNF",933,9.469333512,50660
"50661",2033,"DPNF",933,16.20087121,50661
"50662",2034,"DPNF",933,14.82316391,50662
"50663",2035,"DPNF",933,14.29860438,50663
"50664",2036,"DPNF",933,16.01252423,50664
"50665",2037,"DPNF",933,19.7591155,50665
"50666",2038,"DPNF",933,23.24016749,50666
"50667",2039,"DPNF",933,11.83954383,50667
"50668",2040,"DPNF",933,7.105410931,50668
"50669",2041,"DPNF",933,13.50454887,50669
"50670",2042,"DPNF",933,16.17241808,50670
"50671",2043,"DPNF",933,22.15407565,50671
"50672",2044,"DPNF",933,22.19309179,50672
"50673",2045,"DPNF",933,17.55391843,50673
"50674",2046,"DPNF",933,10.75808394,50674
"50675",2047,"DPNF",933,7.687807776,50675
"50676",2048,"DPNF",933,12.65754425,50676
"50677",2049,"DPNF",933,14.45336159,50677
"50678",2050,"DPNF",933,15.51129864,50678
"50679",2051,"DPNF",933,16.36388489,50679
"50680",2052,"DPNF",933,18.39816392,50680
"50681",2053,"DPNF",933,7.722911947,50681
"50682",2054,"DPNF",933,8.042486124,50682
"50683",2055,"DPNF",933,12.69796843,50683
"50684",2056,"DPNF",933,18.85996576,50684
"50685",2057,"DPNF",933,16.78500288,50685
"50686",2058,"DPNF",933,12.39532853,50686
"50687",2059,"DPNF",933,14.93162073,50687
"50688",2060,"DPNF",933,17.45556444,50688
"50689",2017,"DPNF",934,13.51242837,50689
"50690",2018,"DPNF",934,18.52520544,50690
"50691",2019,"DPNF",934,16.79601221,50691
"50692",2020,"DPNF",934,13.76702735,50692
"50693",2021,"DPNF",934,9.976219441,50693
"50694",2022,"DPNF",934,14.84804007,50694
"50695",2023,"DPNF",934,11.12820864,50695
"50696",2024,"DPNF",934,11.13034657,50696
"50697",2025,"DPNF",934,11.64940545,50697
"50698",2026,"DPNF",934,15.75576956,50698
"50699",2027,"DPNF",934,16.77073899,50699
"50700",2028,"DPNF",934,15.68190315,50700
"50701",2029,"DPNF",934,17.22412183,50701
"50702",2030,"DPNF",934,12.77219213,50702
"50703",2031,"DPNF",934,9.469333512,50703
"50704",2032,"DPNF",934,16.20087121,50704
"50705",2033,"DPNF",934,14.82316391,50705
"50706",2034,"DPNF",934,14.29860438,50706
"50707",2035,"DPNF",934,16.01252423,50707
"50708",2036,"DPNF",934,19.7591155,50708
"50709",2037,"DPNF",934,23.24016749,50709
"50710",2038,"DPNF",934,11.83954383,50710
"50711",2039,"DPNF",934,7.105410931,50711
"50712",2040,"DPNF",934,13.50454887,50712
"50713",2041,"DPNF",934,16.17241808,50713
"50714",2042,"DPNF",934,22.15407565,50714
"50715",2043,"DPNF",934,22.19309179,50715
"50716",2044,"DPNF",934,17.55391843,50716
"50717",2045,"DPNF",934,10.75808394,50717
"50718",2046,"DPNF",934,7.687807776,50718
"50719",2047,"DPNF",934,12.65754425,50719
"50720",2048,"DPNF",934,14.45336159,50720
"50721",2049,"DPNF",934,15.51129864,50721
"50722",2050,"DPNF",934,16.36388489,50722
"50723",2051,"DPNF",934,18.39816392,50723
"50724",2052,"DPNF",934,7.722911947,50724
"50725",2053,"DPNF",934,8.042486124,50725
"50726",2054,"DPNF",934,12.69796843,50726
"50727",2055,"DPNF",934,18.85996576,50727
"50728",2056,"DPNF",934,16.78500288,50728
"50729",2057,"DPNF",934,12.39532853,50729
"50730",2058,"DPNF",934,14.93162073,50730
"50731",2059,"DPNF",934,17.45556444,50731
"50732",2060,"DPNF",934,18.31376611,50732
"50733",2017,"DPNF",935,18.52520544,50733
"50734",2018,"DPNF",935,16.79601221,50734
"50735",2019,"DPNF",935,13.76702735,50735
"50736",2020,"DPNF",935,9.976219441,50736
"50737",2021,"DPNF",935,14.84804007,50737
"50738",2022,"DPNF",935,11.12820864,50738
"50739",2023,"DPNF",935,11.13034657,50739
"50740",2024,"DPNF",935,11.64940545,50740
"50741",2025,"DPNF",935,15.75576956,50741
"50742",2026,"DPNF",935,16.77073899,50742
"50743",2027,"DPNF",935,15.68190315,50743
"50744",2028,"DPNF",935,17.22412183,50744
"50745",2029,"DPNF",935,12.77219213,50745
"50746",2030,"DPNF",935,9.469333512,50746
"50747",2031,"DPNF",935,16.20087121,50747
"50748",2032,"DPNF",935,14.82316391,50748
"50749",2033,"DPNF",935,14.29860438,50749
"50750",2034,"DPNF",935,16.01252423,50750
"50751",2035,"DPNF",935,19.7591155,50751
"50752",2036,"DPNF",935,23.24016749,50752
"50753",2037,"DPNF",935,11.83954383,50753
"50754",2038,"DPNF",935,7.105410931,50754
"50755",2039,"DPNF",935,13.50454887,50755
"50756",2040,"DPNF",935,16.17241808,50756
"50757",2041,"DPNF",935,22.15407565,50757
"50758",2042,"DPNF",935,22.19309179,50758
"50759",2043,"DPNF",935,17.55391843,50759
"50760",2044,"DPNF",935,10.75808394,50760
"50761",2045,"DPNF",935,7.687807776,50761
"50762",2046,"DPNF",935,12.65754425,50762
"50763",2047,"DPNF",935,14.45336159,50763
"50764",2048,"DPNF",935,15.51129864,50764
"50765",2049,"DPNF",935,16.36388489,50765
"50766",2050,"DPNF",935,18.39816392,50766
"50767",2051,"DPNF",935,7.722911947,50767
"50768",2052,"DPNF",935,8.042486124,50768
"50769",2053,"DPNF",935,12.69796843,50769
"50770",2054,"DPNF",935,18.85996576,50770
"50771",2055,"DPNF",935,16.78500288,50771
"50772",2056,"DPNF",935,12.39532853,50772
"50773",2057,"DPNF",935,14.93162073,50773
"50774",2058,"DPNF",935,17.45556444,50774
"50775",2059,"DPNF",935,18.31376611,50775
"50776",2060,"DPNF",935,13.70185741,50776
"50777",2017,"DPNF",936,16.79601221,50777
"50778",2018,"DPNF",936,13.76702735,50778
"50779",2019,"DPNF",936,9.976219441,50779
"50780",2020,"DPNF",936,14.84804007,50780
"50781",2021,"DPNF",936,11.12820864,50781
"50782",2022,"DPNF",936,11.13034657,50782
"50783",2023,"DPNF",936,11.64940545,50783
"50784",2024,"DPNF",936,15.75576956,50784
"50785",2025,"DPNF",936,16.77073899,50785
"50786",2026,"DPNF",936,15.68190315,50786
"50787",2027,"DPNF",936,17.22412183,50787
"50788",2028,"DPNF",936,12.77219213,50788
"50789",2029,"DPNF",936,9.469333512,50789
"50790",2030,"DPNF",936,16.20087121,50790
"50791",2031,"DPNF",936,14.82316391,50791
"50792",2032,"DPNF",936,14.29860438,50792
"50793",2033,"DPNF",936,16.01252423,50793
"50794",2034,"DPNF",936,19.7591155,50794
"50795",2035,"DPNF",936,23.24016749,50795
"50796",2036,"DPNF",936,11.83954383,50796
"50797",2037,"DPNF",936,7.105410931,50797
"50798",2038,"DPNF",936,13.50454887,50798
"50799",2039,"DPNF",936,16.17241808,50799
"50800",2040,"DPNF",936,22.15407565,50800
"50801",2041,"DPNF",936,22.19309179,50801
"50802",2042,"DPNF",936,17.55391843,50802
"50803",2043,"DPNF",936,10.75808394,50803
"50804",2044,"DPNF",936,7.687807776,50804
"50805",2045,"DPNF",936,12.65754425,50805
"50806",2046,"DPNF",936,14.45336159,50806
"50807",2047,"DPNF",936,15.51129864,50807
"50808",2048,"DPNF",936,16.36388489,50808
"50809",2049,"DPNF",936,18.39816392,50809
"50810",2050,"DPNF",936,7.722911947,50810
"50811",2051,"DPNF",936,8.042486124,50811
"50812",2052,"DPNF",936,12.69796843,50812
"50813",2053,"DPNF",936,18.85996576,50813
"50814",2054,"DPNF",936,16.78500288,50814
"50815",2055,"DPNF",936,12.39532853,50815
"50816",2056,"DPNF",936,14.93162073,50816
"50817",2057,"DPNF",936,17.45556444,50817
"50818",2058,"DPNF",936,18.31376611,50818
"50819",2059,"DPNF",936,13.70185741,50819
"50820",2060,"DPNF",936,15.94716105,50820
"50821",2017,"DPNF",937,13.76702735,50821
"50822",2018,"DPNF",937,9.976219441,50822
"50823",2019,"DPNF",937,14.84804007,50823
"50824",2020,"DPNF",937,11.12820864,50824
"50825",2021,"DPNF",937,11.13034657,50825
"50826",2022,"DPNF",937,11.64940545,50826
"50827",2023,"DPNF",937,15.75576956,50827
"50828",2024,"DPNF",937,16.77073899,50828
"50829",2025,"DPNF",937,15.68190315,50829
"50830",2026,"DPNF",937,17.22412183,50830
"50831",2027,"DPNF",937,12.77219213,50831
"50832",2028,"DPNF",937,9.469333512,50832
"50833",2029,"DPNF",937,16.20087121,50833
"50834",2030,"DPNF",937,14.82316391,50834
"50835",2031,"DPNF",937,14.29860438,50835
"50836",2032,"DPNF",937,16.01252423,50836
"50837",2033,"DPNF",937,19.7591155,50837
"50838",2034,"DPNF",937,23.24016749,50838
"50839",2035,"DPNF",937,11.83954383,50839
"50840",2036,"DPNF",937,7.105410931,50840
"50841",2037,"DPNF",937,13.50454887,50841
"50842",2038,"DPNF",937,16.17241808,50842
"50843",2039,"DPNF",937,22.15407565,50843
"50844",2040,"DPNF",937,22.19309179,50844
"50845",2041,"DPNF",937,17.55391843,50845
"50846",2042,"DPNF",937,10.75808394,50846
"50847",2043,"DPNF",937,7.687807776,50847
"50848",2044,"DPNF",937,12.65754425,50848
"50849",2045,"DPNF",937,14.45336159,50849
"50850",2046,"DPNF",937,15.51129864,50850
"50851",2047,"DPNF",937,16.36388489,50851
"50852",2048,"DPNF",937,18.39816392,50852
"50853",2049,"DPNF",937,7.722911947,50853
"50854",2050,"DPNF",937,8.042486124,50854
"50855",2051,"DPNF",937,12.69796843,50855
"50856",2052,"DPNF",937,18.85996576,50856
"50857",2053,"DPNF",937,16.78500288,50857
"50858",2054,"DPNF",937,12.39532853,50858
"50859",2055,"DPNF",937,14.93162073,50859
"50860",2056,"DPNF",937,17.45556444,50860
"50861",2057,"DPNF",937,18.31376611,50861
"50862",2058,"DPNF",937,13.70185741,50862
"50863",2059,"DPNF",937,15.94716105,50863
"50864",2060,"DPNF",937,20.59682426,50864
"50865",2017,"DPNF",938,9.976219441,50865
"50866",2018,"DPNF",938,14.84804007,50866
"50867",2019,"DPNF",938,11.12820864,50867
"50868",2020,"DPNF",938,11.13034657,50868
"50869",2021,"DPNF",938,11.64940545,50869
"50870",2022,"DPNF",938,15.75576956,50870
"50871",2023,"DPNF",938,16.77073899,50871
"50872",2024,"DPNF",938,15.68190315,50872
"50873",2025,"DPNF",938,17.22412183,50873
"50874",2026,"DPNF",938,12.77219213,50874
"50875",2027,"DPNF",938,9.469333512,50875
"50876",2028,"DPNF",938,16.20087121,50876
"50877",2029,"DPNF",938,14.82316391,50877
"50878",2030,"DPNF",938,14.29860438,50878
"50879",2031,"DPNF",938,16.01252423,50879
"50880",2032,"DPNF",938,19.7591155,50880
"50881",2033,"DPNF",938,23.24016749,50881
"50882",2034,"DPNF",938,11.83954383,50882
"50883",2035,"DPNF",938,7.105410931,50883
"50884",2036,"DPNF",938,13.50454887,50884
"50885",2037,"DPNF",938,16.17241808,50885
"50886",2038,"DPNF",938,22.15407565,50886
"50887",2039,"DPNF",938,22.19309179,50887
"50888",2040,"DPNF",938,17.55391843,50888
"50889",2041,"DPNF",938,10.75808394,50889
"50890",2042,"DPNF",938,7.687807776,50890
"50891",2043,"DPNF",938,12.65754425,50891
"50892",2044,"DPNF",938,14.45336159,50892
"50893",2045,"DPNF",938,15.51129864,50893
"50894",2046,"DPNF",938,16.36388489,50894
"50895",2047,"DPNF",938,18.39816392,50895
"50896",2048,"DPNF",938,7.722911947,50896
"50897",2049,"DPNF",938,8.042486124,50897
"50898",2050,"DPNF",938,12.69796843,50898
"50899",2051,"DPNF",938,18.85996576,50899
"50900",2052,"DPNF",938,16.78500288,50900
"50901",2053,"DPNF",938,12.39532853,50901
"50902",2054,"DPNF",938,14.93162073,50902
"50903",2055,"DPNF",938,17.45556444,50903
"50904",2056,"DPNF",938,18.31376611,50904
"50905",2057,"DPNF",938,13.70185741,50905
"50906",2058,"DPNF",938,15.94716105,50906
"50907",2059,"DPNF",938,20.59682426,50907
"50908",2060,"DPNF",938,20.82529784,50908
"50909",2017,"DPNF",939,14.84804007,50909
"50910",2018,"DPNF",939,11.12820864,50910
"50911",2019,"DPNF",939,11.13034657,50911
"50912",2020,"DPNF",939,11.64940545,50912
"50913",2021,"DPNF",939,15.75576956,50913
"50914",2022,"DPNF",939,16.77073899,50914
"50915",2023,"DPNF",939,15.68190315,50915
"50916",2024,"DPNF",939,17.22412183,50916
"50917",2025,"DPNF",939,12.77219213,50917
"50918",2026,"DPNF",939,9.469333512,50918
"50919",2027,"DPNF",939,16.20087121,50919
"50920",2028,"DPNF",939,14.82316391,50920
"50921",2029,"DPNF",939,14.29860438,50921
"50922",2030,"DPNF",939,16.01252423,50922
"50923",2031,"DPNF",939,19.7591155,50923
"50924",2032,"DPNF",939,23.24016749,50924
"50925",2033,"DPNF",939,11.83954383,50925
"50926",2034,"DPNF",939,7.105410931,50926
"50927",2035,"DPNF",939,13.50454887,50927
"50928",2036,"DPNF",939,16.17241808,50928
"50929",2037,"DPNF",939,22.15407565,50929
"50930",2038,"DPNF",939,22.19309179,50930
"50931",2039,"DPNF",939,17.55391843,50931
"50932",2040,"DPNF",939,10.75808394,50932
"50933",2041,"DPNF",939,7.687807776,50933
"50934",2042,"DPNF",939,12.65754425,50934
"50935",2043,"DPNF",939,14.45336159,50935
"50936",2044,"DPNF",939,15.51129864,50936
"50937",2045,"DPNF",939,16.36388489,50937
"50938",2046,"DPNF",939,18.39816392,50938
"50939",2047,"DPNF",939,7.722911947,50939
"50940",2048,"DPNF",939,8.042486124,50940
"50941",2049,"DPNF",939,12.69796843,50941
"50942",2050,"DPNF",939,18.85996576,50942
"50943",2051,"DPNF",939,16.78500288,50943
"50944",2052,"DPNF",939,12.39532853,50944
"50945",2053,"DPNF",939,14.93162073,50945
"50946",2054,"DPNF",939,17.45556444,50946
"50947",2055,"DPNF",939,18.31376611,50947
"50948",2056,"DPNF",939,13.70185741,50948
"50949",2057,"DPNF",939,15.94716105,50949
"50950",2058,"DPNF",939,20.59682426,50950
"50951",2059,"DPNF",939,20.82529784,50951
"50952",2060,"DPNF",939,8.840830689,50952
"50953",2017,"DPNF",940,11.12820864,50953
"50954",2018,"DPNF",940,11.13034657,50954
"50955",2019,"DPNF",940,11.64940545,50955
"50956",2020,"DPNF",940,15.75576956,50956
"50957",2021,"DPNF",940,16.77073899,50957
"50958",2022,"DPNF",940,15.68190315,50958
"50959",2023,"DPNF",940,17.22412183,50959
"50960",2024,"DPNF",940,12.77219213,50960
"50961",2025,"DPNF",940,9.469333512,50961
"50962",2026,"DPNF",940,16.20087121,50962
"50963",2027,"DPNF",940,14.82316391,50963
"50964",2028,"DPNF",940,14.29860438,50964
"50965",2029,"DPNF",940,16.01252423,50965
"50966",2030,"DPNF",940,19.7591155,50966
"50967",2031,"DPNF",940,23.24016749,50967
"50968",2032,"DPNF",940,11.83954383,50968
"50969",2033,"DPNF",940,7.105410931,50969
"50970",2034,"DPNF",940,13.50454887,50970
"50971",2035,"DPNF",940,16.17241808,50971
"50972",2036,"DPNF",940,22.15407565,50972
"50973",2037,"DPNF",940,22.19309179,50973
"50974",2038,"DPNF",940,17.55391843,50974
"50975",2039,"DPNF",940,10.75808394,50975
"50976",2040,"DPNF",940,7.687807776,50976
"50977",2041,"DPNF",940,12.65754425,50977
"50978",2042,"DPNF",940,14.45336159,50978
"50979",2043,"DPNF",940,15.51129864,50979
"50980",2044,"DPNF",940,16.36388489,50980
"50981",2045,"DPNF",940,18.39816392,50981
